window_ms,model,accuracy,f1_macro,rest_fpr,avg_latency_ms
150,lda,0.6147880041365047,0.21432107344982365,0.229518855656697,436.0
150,lr,0.5677352637021716,0.190625,0.28608582574772434,260.0
150,svm,0.609100310237849,0.19758470311975848,0.2340702210663199,148.0
200,lda,0.4215291750503018,0.23028936834902705,0.4737192282102462,1844.0
200,lr,0.5035211267605634,0.20984905696565598,0.35063206919494344,651.2
200,svm,0.4416498993963783,0.2553959515744848,0.46041250831669994,968.0
250,lda,0.5399900645802285,0.19735309000882428,0.29180327868852457,2756.0
250,lr,0.5012419274714357,0.1902337858220211,0.3383606557377049,296.0
250,svm,0.5201192250372578,0.19154774972557628,0.31344262295081965,488.0
