mode,run_time_sec,wall_time_utc,prompt_id,target_class,ground_truth_state,left_confidence,right_confidence,jaw_confidence,direction_prediction,direction_margin,direction_agreed
REPLAY,0.9952392578125,,,,REST,0.8779141208397501,0.12208587916024992,0.2840785714702635,LEFT,0.7558282416795001,True
REPLAY,1.0955657958984375,,,,REST,0.3014048092824734,0.6985951907175266,0.2957123770592196,RIGHT,0.39719038143505325,True
REPLAY,1.195892333984375,,,,REST,0.5843875811936426,0.41561241880635735,0.2907870464762339,LEFT,0.1687751623872853,False
REPLAY,1.2962188720703125,,,,REST,0.7509676072490958,0.2490323927509042,0.31423735010503695,LEFT,0.5019352144981917,True
REPLAY,1.39654541015625,,,,REST,0.756258975202074,0.24374102479792603,0.2913085591463873,LEFT,0.5125179504041479,True
REPLAY,1.4968719482421875,,,,REST,0.6801623585532431,0.31983764144675686,0.2990492644641698,LEFT,0.3603247171064863,True
REPLAY,1.597198486328125,,,,REST,0.44624723064865635,0.5537527693513437,0.289576252398688,RIGHT,0.10750553870268731,False
REPLAY,1.6975250244140625,,,,REST,0.3280146257439225,0.6719853742560775,0.3007103726082151,RIGHT,0.34397074851215503,True
REPLAY,1.7978515625,,,,REST,0.4752430759938874,0.5247569240061126,0.31616221176939774,RIGHT,0.04951384801222525,False
REPLAY,1.8981781005859375,,,,REST,0.0012537314740257433,0.9987462685259743,0.3385406519210502,RIGHT,0.9974925370519485,True
REPLAY,1.998504638671875,,,,REST,0.003921801279614723,0.9960781987203853,0.3288642679545668,RIGHT,0.9921563974407706,True
REPLAY,2.0988311767578125,,,,REST,0.142215967845149,0.857784032154851,0.29280437845787965,RIGHT,0.715568064309702,True
REPLAY,2.19915771484375,,,,REST,0.22330016446130518,0.7766998355386948,0.31069005193134935,RIGHT,0.5533996710773896,True
REPLAY,2.2994842529296875,,,,REST,0.06058497760308279,0.9394150223969172,0.30906289539956056,RIGHT,0.8788300447938344,True
REPLAY,2.399810791015625,,,,REST,0.013823889413007606,0.9861761105869924,0.30029875718871246,RIGHT,0.9723522211739848,True
REPLAY,2.5001373291015625,,,,REST,0.004512026059313556,0.9954879739406864,0.30097151822840273,RIGHT,0.9909759478813729,True
REPLAY,2.6004638671875,,,,REST,0.016168364770495214,0.9838316352295048,0.2970952112520596,RIGHT,0.9676632704590096,True
REPLAY,2.7007904052734375,,,,REST,0.05973124116855966,0.9402687588314403,0.3071805081883221,RIGHT,0.8805375176628807,True
REPLAY,2.801116943359375,,,,REST,0.04648601310645284,0.9535139868935472,0.27580690475819836,RIGHT,0.9070279737870943,True
REPLAY,2.9014434814453125,,,,REST,0.9928926834183079,0.007107316581692083,0.3046650338253495,LEFT,0.9857853668366159,True
REPLAY,3.00177001953125,,,,REST,0.9919675044705998,0.008032495529400208,0.2912438632133759,LEFT,0.9839350089411996,True
REPLAY,3.1020965576171875,,,,REST,0.9563786635308611,0.043621336469138905,0.3020270678323358,LEFT,0.9127573270617222,True
REPLAY,3.202423095703125,,,,REST,0.4670787112449739,0.5329212887550261,0.316958077063754,RIGHT,0.06584257751005218,False
