window_ms,model,accuracy,f1_macro,rest_fpr,avg_latency_ms
150,lda,0.6309278350515464,0.4040823459690591,0.2590909090909091,167.2
150,lr,0.51340206185567,0.33344743124228005,0.3693181818181818,215.2
150,svm,0.5830927835051546,0.3663830312335403,0.29602272727272727,148.0
200,lda,0.6265010351966873,0.4055330306056045,0.2729344729344729,200.0
200,lr,0.525879917184265,0.33378907282611614,0.34985754985754985,248.0
200,svm,0.6086956521739131,0.40330040533698963,0.28888888888888886,200.0
250,lda,0.5817047817047817,0.41308914507769773,0.3742857142857143,353.6
250,lr,0.44282744282744285,0.3197588161533266,0.4794285714285714,286.4
250,svm,0.4020790020790021,0.3606343571080164,0.6045714285714285,248.0
