channel,status,missing_fraction,dominant_value_fraction,rail_fraction,centered_std,min_value,max_value,max_abs_value,reasons
Channel_1,safe,0.0,0.00014234622159748047,0.0,1335.8913334315175,-11528.381589,-6518.841567,11528.381589,
Channel_2,unsafe,0.0,0.6771943559723137,0.6771943559723137,41937.302787771194,-187500.022352,-50353.182894,187500.022352,rail fraction 0.6772
Channel_3,safe,0.0,8.89663884984253e-05,0.0,7044.175989959226,-19232.580868,20577.775905,20577.775905,
Channel_4,unsafe,0.0,0.06754328214800448,0.06754328214800448,50659.19058947122,-187500.022352,31886.305736,187500.022352,rail fraction 0.0675
Channel_5,unsafe,0.0,1.0,1.0,0.0,-187500.022352,-187500.022352,187500.022352,dominant exact value fraction 1.0000; centered standard deviation is 0; rail fraction 1.0000
Channel_6,unsafe,0.0,0.9530079535951318,0.9530079535951318,18102.264091393576,-187500.022352,-70612.155868,187500.022352,rail fraction 0.9530
Channel_7,safe,0.0,0.00010675966619811035,0.0,58393.395824112085,-172079.687962,50303.785539,172079.687962,
Channel_8,safe,0.0,0.00012455294389779542,0.0,3265.9690128665416,15439.333372,37003.581167,37003.581167,
