mode,source_name,run_time_sec,wall_time_utc,sample_count,decoded_state,status_text,ground_truth_state,jaw_confidence,jaw_onset_confidence,jaw_active_confidence,jaw_event_label,jaw_hold_active,hand_left_confidence,hand_right_confidence,hand_prediction,hand_margin,hand_agreed,hand_notes,hand_state,hand_ready,hand_enabled,jaw_enabled,stale_stream
REPLAY,HR-3-15-26-(03).csv,2.1951446533203125,2026-04-14T22:28:25.305971+00:00,548,NEUTRAL,tracking,REST,0.35659893869259707,0.10654026836481117,0.31858447592073935,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.29547119140625,2026-04-14T22:28:25.308397+00:00,573,NEUTRAL,tracking,REST,0.3226712020566791,0.07493154648191347,0.2695113270606614,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.3957977294921875,2026-04-14T22:28:25.310833+00:00,598,NEUTRAL,tracking,REST,0.3174424122170195,0.0964511886414037,0.2920082602098748,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.4921112060546875,2026-04-14T22:28:25.313115+00:00,622,NEUTRAL,tracking,REST,0.321764986098128,0.11367909489760647,0.27475937381757487,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.592437744140625,2026-04-14T22:28:25.315217+00:00,647,NEUTRAL,tracking,REST,0.32276814218119454,0.10248278776218708,0.2805154619921542,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.6927642822265625,2026-04-14T22:28:25.317298+00:00,672,NEUTRAL,tracking,REST,0.33763863598506816,0.14206448477025402,0.2826544789119619,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.7930908203125,2026-04-14T22:28:25.319346+00:00,697,NEUTRAL,tracking,REST,0.35144458294630043,0.11548359536548163,0.3174433881277771,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.8934173583984375,2026-04-14T22:28:25.321395+00:00,722,NEUTRAL,tracking,REST,0.3259567092047043,0.11077385802876404,0.2603181390555624,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,2.993743896484375,2026-04-14T22:28:25.323432+00:00,747,NEUTRAL,tracking,REST,0.3099198493124705,0.10806452590333937,0.2472257307726996,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.0940704345703125,2026-04-14T22:28:25.326174+00:00,772,NEUTRAL,tracking,REST,0.35193205905519065,0.14076614270793453,0.2889547283610497,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.19439697265625,2026-04-14T22:28:25.328303+00:00,797,NEUTRAL,tracking,REST,0.36581471675498145,0.15943394812208433,0.2979225334694108,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.2947235107421875,2026-04-14T22:28:25.330436+00:00,822,NEUTRAL,tracking,REST,0.3755383962383939,0.16094002275557204,0.3131255496673697,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.395050048828125,2026-04-14T22:28:25.332557+00:00,847,NEUTRAL,tracking,REST,0.3412153700903703,0.16183752231038073,0.2595383756834132,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.4953765869140625,2026-04-14T22:28:25.334729+00:00,872,NEUTRAL,tracking,REST,0.3475660844129116,0.16804834427659027,0.2858370738865337,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,3.595703125,2026-04-14T22:28:25.336778+00:00,897,NEUTRAL,tracking,REST,0.3507177918346034,0.1544593836646603,0.28895416110178385,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
