sample_index,run_time_sec,Channel_1,Channel_3,Channel_4,Channel_6,Channel_7,Channel_8
32,0.12841796875,-66310.920276,-62312.707283,-80472.8291,-69133.699731,-69919.564714,-33520.66529
33,0.1324310302734375,-66305.734671,-62302.894867,-80490.621089,-69151.134092,-69906.064261,-33505.533159
34,0.136444091796875,-66303.968883,-62280.051384,-80481.970964,-69147.40135,-69897.34708,-33495.184302
35,0.1404571533203125,-66315.748252,-62278.911445,-80452.06433,-69117.450013,-69903.270293,-33501.778066
36,0.14447021484375,-66323.481956,-62272.161218,-80462.860222,-69121.182754,-69899.179923,-33497.218311
37,0.1484832763671875,-66328.891078,-62264.718087,-80476.360676,-69132.716254,-69898.352909,-33493.664383
38,0.152496337890625,-66342.771511,-62265.545102,-80472.806748,-69129.184679,-69905.728985,-33500.995755
39,0.1565093994140625,-66344.202023,-62243.148654,-80461.429711,-69121.249809,-69901.392746,-33499.028802
40,0.1605224609375,-66340.96102,-62219.433453,-80447.817498,-69108.799888,-69900.722194,-33502.739191
41,0.1645355224609375,-66351.555747,-62221.981552,-80458.300466,-69120.020463,-69906.399537,-33508.796514
42,0.168548583984375,-66353.947384,-62213.197316,-80457.920487,-69122.166231,-69907.427717,-33507.634223
43,0.1725616455078125,-66353.075666,-62220.349875,-80447.526926,-69114.119603,-69907.360662,-33513.937415
44,0.17657470703125,-66354.193253,-62209.196354,-80430.718414,-69096.774649,-69917.016616,-33527.795497
45,0.1805877685546875,-66372.409925,-62209.106947,-80437.71451,-69094.807696,-69939.770691,-33550.795442
46,0.184600830078125,-66372.432276,-62200.456822,-80445.783489,-69095.835876,-69945.582145,-33557.255096
47,0.1886138916015625,-66335.775415,-62196.187639,-80417.59794,-69071.67364,-69935.613267,-33552.605933
48,0.192626953125,-66323.258438,-62212.437357,-80403.963376,-69062.688239,-69934.562735,-33553.187079
49,0.1966400146484375,-66344.984334,-62217.779424,-80419.073155,-69071.070143,-69944.576316,-33558.238573
50,0.200653076171875,-66337.340038,-62225.177851,-80417.374422,-69066.93507,-69938.898973,-33552.18125
51,0.2046661376953125,-66324.599543,-62217.22063,-80405.17037,-69056.027419,-69933.60161,-33547.867363
52,0.20867919921875,-66322.587886,-62206.178869,-80388.8983,-69033.474509,-69936.753206,-33549.342579
53,0.2126922607421875,-66334.233145,-62226.340142,-80404.164541,-69041.029399,-69941.536479,-33559.22205
54,0.216705322265625,-66346.034866,-62256.29148,-80423.632911,-69059.827216,-69943.056398,-33568.766245
55,0.2207183837890625,-66343.084436,-62255.553872,-80414.759268,-69053.792245,-69939.971857,-33565.994628
56,0.2247314453125,-66352.785093,-62266.573282,-80418.11203,-69052.764064,-69936.373226,-33562.463053
57,0.2287445068359375,-66346.21368,-62279.87257,-80423.744669,-69056.16153,-69931.657008,-33552.56123
58,0.232757568359375,-66344.716113,-62295.474088,-80427.298597,-69064.588137,-69930.315903,-33547.286218
59,0.2367706298828125,-66333.808462,-62264.539273,-80421.129515,-69062.330611,-69918.7377,-33539.686625
60,0.24078369140625,-66341.408055,-62262.237044,-80408.1208,-69052.31703,-69917.798927,-33542.391186
61,0.2447967529296875,-66347.666543,-62256.760866,-80419.341376,-69064.252861,-69911.227514,-33545.855706
62,0.248809814453125,-66338.435273,-62215.432491,-80426.046899,-69081.016669,-69896.788287,-33537.406747
63,0.2528228759765625,-66325.851241,-62205.709482,-80412.434687,-69079.384992,-69892.720269,-33539.954846
64,0.2568359375,-66310.115613,-62200.657988,-80391.401695,-69065.750428,-69893.88256,-33545.140451
65,0.2608489990234375,-66335.641305,-62217.578258,-80397.99546,-69071.517178,-69914.490868,-33561.054893
66,0.264862060546875,-66352.002782,-62223.724988,-80420.615425,-69083.184789,-69927.119604,-33566.039332
67,0.2688751220703125,-66353.589756,-62229.916421,-80442.318969,-69102.340234,-69932.372264,-33564.899393
68,0.27288818359375,-66353.053314,-62214.985456,-80427.410355,-69086.314033,-69939.457767,-33567.492195
69,0.2769012451171875,-66351.84632,-62216.05834,-80435.658149,-69089.175056,-69944.24104,-33571.470806
70,0.280914306640625,-66356.719,-62214.13609,-80459.820385,-69110.632731,-69948.867851,-33577.1705
71,0.2849273681640625,-66362.262233,-62224.753168,-80469.565746,-69121.339216,-69953.964049,-33586.960564
72,0.2889404296875,-66362.575157,-62241.807549,-80452.958399,-69102.876675,-69963.172968,-33601.757419
73,0.2929534912109375,-66363.692744,-62235.906689,-80458.322818,-69094.74064,-69963.888224,-33605.758382
74,0.296966552734375,-66353.366238,-62229.357628,-80476.785359,-69109.157516,-69949.001962,-33593.911957
75,0.3009796142578125,-66357.858939,-62253.788084,-80484.3626,-69120.86983,-69947.414988,-33595.029544
76,0.30499267578125,-66354.662639,-62254.548044,-80463.642533,-69102.67551,-69949.538404,-33601.735068
77,0.3090057373046875,-66343.933802,-62237.516014,-80448.644513,-69086.314033,-69944.24104,-33596.393001
78,0.313018798828125,-66340.335171,-62242.612212,-80457.473452,-69091.343175,-69942.899936,-33585.083018
79,0.3170318603515625,-66352.293355,-62247.216671,-80463.620182,-69094.874751,-69947.996133,-33583.227823
80,0.321044921875,-66360.474093,-62248.155445,-80463.061388,-69089.510332,-69949.314886,-33584.658335
81,0.3250579833984375,-66337.898831,-62215.320732,-80449.203306,-69070.377239,-69930.986456,-33563.759454
82,0.329071044921875,-66326.052407,-62193.594836,-80442.855411,-69062.464721,-69921.419909,-33545.52043
83,0.3330841064453125,-66340.335171,-62199.965084,-80442.609542,-69061.615355,-69926.694921,-33542.592352
84,0.33709716796875,-66351.08636,-62203.653121,-80441.737824,-69063.291736,-69925.219706,-33532.131735
85,0.3411102294921875,-66340.916317,-62194.131278,-80417.866161,-69041.901117,-69928.259543,-33527.974311
86,0.345123291015625,-66352.047485,-62189.973854,-80414.088716,-69029.182974,-69949.337238,-33539.485459
87,0.3491363525390625,-66348.270041,-62207.408214,-80436.976902,-69049.50071,-69959.261413,-33541.698282
88,0.3531494140625,-66345.69959,-62213.487889,-80445.9176,-69062.643535,-69971.420762,-33552.203602
89,0.3571624755859375,-66355.780227,-62231.257526,-80426.203361,-69043.823367,-69990.151523,-33570.777902
90,0.361175537109375,-66368.967756,-62283.515904,-80428.483239,-69044.739788,-70003.853143,-33571.91784
91,0.3651885986328125,-66351.98043,-62291.517829,-80444.777661,-69060.765989,-69996.879398,-33561.077244
92,0.36920166015625,-66335.306029,-62265.410991,-80447.884553,-69063.738771,-69994.755983,-33570.710846
93,0.3732147216796875,-66335.015456,-62291.808402,-80429.489068,-69047.489053,-70007.496477,-33589.888643
94,0.377227783203125,-66340.871613,-62306.359387,-80424.750498,-69038.950686,-70015.431346,-33600.170445
95,0.3812408447265625,-66344.626706,-62322.005608,-80435.501687,-69047.533756,-70017.979445,-33605.780733
96,0.38525390625,-66351.443988,-62345.564347,-80440.597885,-69050.595945,-70018.068852,-33609.468771
97,0.3892669677734375,-66335.283677,-62323.279658,-80420.838943,-69030.591134,-70005.060137,-33598.315251
98,0.393280029296875,-66335.864822,-62313.355483,-80413.686384,-69018.49884,-69994.510114,-33584.256003
99,0.3972930908203125,-66350.393456,-62319.703379,-80428.282074,-69030.367616,-69989.704488,-33579.897413
100,0.40130615234375,-66371.918186,-62322.854975,-80437.312178,-69037.20725,-69998.756945,-33583.428989
101,0.4053192138671875,-66389.687823,-62303.900695,-80420.973053,-69014.363767,-70007.697643,-33583.876024
102,0.409332275390625,-66386.715041,-62289.573227,-80413.552274,-69006.317139,-69997.66171,-33573.013076
103,0.4133453369140625,-66392.437088,-62283.851181,-80431.232504,-69029.920582,-69987.603425,-33569.772073
104,0.4173583984375,-66403.255332,-62271.445962,-80433.557085,-69039.084797,-69984.183608,-33568.565079
105,0.4213714599609375,-66410.005559,-62253.341049,-80418.804934,-69029.473547,-69977.142808,-33564.161785
106,0.425384521484375,-66416.152288,-62257.274956,-80403.583396,-69017.649474,-69975.175855,-33571.448454
107,0.4293975830078125,-66422.83546,-62270.708355,-80407.137323,-69020.152869,-69971.443113,-33573.258945
108,0.43341064453125,-66423.371902,-62271.691832,-80416.659166,-69031.596962,-69969.274994,-33568.676838
109,0.4374237060546875,-66430.032722,-62291.964864,-80406.779695,-69027.283076,-69978.550968,-33572.141358
110,0.441436767578125,-66439.62162,-62299.385643,-80391.736971,-69011.502744,-70000.656843,-33584.077189
111,0.4454498291015625,-66452.585632,-62307.02994,-80397.503721,-69002.360881,-70026.696626,-33594.426047
112,0.449462890625,-66448.115283,-62324.598411,-80437.893324,-69041.834061,-70026.540163,-33588.547538
113,0.4534759521484375,-66435.911231,-62327.638248,-80426.136306,-69041.655247,-70025.735501,-33591.654431
114,0.457489013671875,-66437.073521,-62331.438044,-80398.375439,-69016.755404,-70028.261248,-33599.052858
115,0.4615020751953125,-66451.5351,-62345.765513,-80400.409448,-69014.587285,-70032.128099,-33611.949815
116,0.46551513671875,-66460.989888,-62349.565309,-80417.754402,-69027.372483,-70035.905544,-33617.180123
117,0.4695281982421875,-66448.361152,-62354.817969,-80413.731088,-69024.198535,-70035.190288,-33621.806934
118,0.473541259765625,-66471.495208,-62369.05603,-80396.766114,-69002.450288,-70048.489576,-33636.581437
119,0.4775543212890625,-66473.484513,-62362.954004,-80403.426934,-68996.728241,-70047.215527,-33635.84383
120,0.4815673828125,-66473.9539,-62323.838451,-80426.516286,-69015.280189,-70039.05714,-33630.680577
121,0.4855804443359375,-66483.118115,-62324.933687,-80431.344263,-69026.925448,-70035.369102,-33630.233542
122,0.489593505859375,-66464.566167,-62308.438099,-80423.945835,-69028.802994,-70008.971692,-33602.427972
123,0.4936065673828125,-66468.567129,-62309.667445,-80398.598957,-69009.088756,-70006.065965,-33601.869178
124,0.49761962890625,-66473.976251,-62303.855992,-80413.708736,-69023.796204,-70001.953244,-33604.238463
125,0.5016326904296875,-66464.879091,-62293.149506,-80420.794239,-69033.630971,-69992.54316,-33597.622347
126,0.505645751953125,-66463.515635,-62277.704451,-80400.007117,-69016.286017,-69990.889131,-33591.877948
127,0.5096588134765625,-66461.615737,-62288.790916,-80392.273413,-69011.413337,-69979.132113,-33583.138416
128,0.513671875,-66454.820806,-62275.51398,-80406.466771,-69031.418148,-69963.642354,-33568.565079
129,0.5176849365234375,-66463.605042,-62261.320622,-80417.977919,-69047.399646,-69967.799779,-33571.224936
130,0.521697998046875,-66453.166777,-62259.152503,-80410.467733,-69047.176128,-69972.650107,-33576.276431
131,0.5257110595703125,-66451.490396,-62250.435323,-80405.103315,-69047.243184,-69971.152541,-33579.629192
132,0.52972412109375,-66459.425266,-62246.568471,-80417.754402,-69064.588137,-69974.326488,-33583.406637
133,0.5337371826171875,-66463.850911,-62231.637505,-80430.427841,-69081.910739,-69980.786142,-33590.35803
134,0.537750244140625,-66468.857702,-62218.762901,-80425.041071,-69080.480228,-69981.121419,-33597.331774
135,0.5417633056640625,-66470.847007,-62225.222555,-80402.711678,-69054.842777,-69991.582035,-33607.546521
136,0.5457763671875,-66476.636109,-62239.77354,-80417.35207,-69063.135274,-69996.231198,-33609.334661
137,0.5497894287109375,-66479.20656,-62212.772633,-80440.66494,-69083.274196,-69994.912445,-33604.529036
138,0.553802490234375,-66487.92374,-62221.020427,-80442.743652,-69084.794114,-69996.208846,-33602.070344
139,0.5578155517578125,-66497.780859,-62226.675418,-80432.148925,-69067.918547,-70000.992119,-33615.48139
140,0.56182861328125,-66493.601083,-62223.36736,-80442.497783,-69072.165379,-69992.900788,-33617.761268
141,0.5658416748046875,-66491.76824,-62229.536442,-80466.92824,-69099.076879,-69985.904692,-33619.795277
142,0.569854736328125,-66486.962615,-62209.978665,-80461.228545,-69102.072013,-69983.96009,-33628.244236
143,0.5738677978515625,-66496.462106,-62216.527726,-80444.151812,-69083.005975,-69989.257454,-33636.156754
144,0.577880859375,-66506.453336,-62240.757017,-80456.333513,-69088.437449,-69986.821113,-33634.502725
145,0.5818939208984375,-66497.244417,-62236.957221,-80486.262499,-69120.221629,-69966.79395,-33616.040184
146,0.585906982421875,-66496.529162,-62236.577241,-80487.670659,-69129.408196,-69957.741494,-33603.29969
147,0.5899200439453125,-66499.233723,-62248.691887,-80473.477301,-69115.505411,-69957.495625,-33605.959547
148,0.59393310546875,-66510.543705,-62269.858989,-80472.31501,-69113.270237,-69956.288631,-33613.42503
149,0.5979461669921875,-66499.434888,-62290.824925,-80490.442275,-69133.543269,-69945.291572,-33610.027565
150,0.601959228515625,-66477.03844,-62276.676271,-80498.488903,-69152.385789,-69927.924267,-33597.197663
151,0.6059722900390625,-66481.285272,-62264.271052,-80476.897118,-69140.494661,-69935.076825,-33605.445457
152,0.6099853515625,-66487.40965,-62254.838616,-80459.686274,-69123.529687,-69938.362531,-33610.072268
153,0.6139984130859375,-66482.246397,-62219.791081,-80461.2956,-69124.468461,-69934.830956,-33602.137399
154,0.618011474609375,-66485.688565,-62187.179886,-80465.184804,-69129.251734,-69938.764863,-33602.91971
155,0.6220245361328125,-66484.638033,-62180.250845,-80451.907867,-69121.89801,-69939.815395,-33606.920672
156,0.62603759765625,-66501.89358,-62196.411156,-80441.380196,-69111.616208,-69954.187567,-33627.461925
157,0.6300506591796875,-66517.830374,-62218.651142,-80451.751405,-69117.02533,-69963.687058,-33646.505612
158,0.634063720703125,-66522.90422,-62231.838671,-80466.190632,-69132.02335,-69967.956241,-33660.430749
159,0.6380767822265625,-66522.680703,-62219.00877,-80462.212022,-69131.732778,-69968.827959,-33668.320914
160,0.64208984375,-66534.504775,-62201.820278,-80439.547353,-69108.621074,-69979.914424,-33685.643516
161,0.6461029052734375,-66540.919726,-62207.587028,-80442.497783,-69105.268312,-69975.712296,-33681.374333
162,0.650115966796875,-66540.182118,-62194.734775,-80449.069196,-69111.325635,-69969.386753,-33677.976868
163,0.6541290283203125,-66541.076188,-62189.526819,-80437.043957,-69097.378146,-69966.346916,-33683.609508
164,0.65814208984375,-66545.568889,-62187.112831,-80418.156733,-69072.500655,-69959.462578,-33681.754313
165,0.6621551513671875,-66553.034371,-62210.090424,-80421.375384,-69069.438466,-69955.059285,-33681.351981
166,0.666168212890625,-66541.411464,-62213.711406,-80441.17903,-69094.673585,-69935.054473,-33660.073121
167,0.6701812744140625,-66531.196717,-62209.442223,-80422.694137,-69085.688184,-69932.19345,-33652.987618
168,0.6741943359375,-66538.081054,-62209.643389,-80407.584358,-69067.896195,-69940.888279,-33652.987618
169,0.6782073974609375,-66529.56504,-62205.441261,-80404.365707,-69058.910794,-69936.350874,-33643.66694
170,0.682220458984375,-66532.671932,-62220.260468,-80420.704832,-69072.970041,-69929.488889,-33636.067347
171,0.6862335205078125,-66538.326924,-62233.023314,-80414.111068,-69070.936033,-69932.975761,-33643.823402
172,0.69024658203125,-66525.117043,-62237.113683,-80406.086791,-69063.425847,-69931.835822,-33648.517269
173,0.6942596435546875,-66534.504775,-62257.073791,-80391.446399,-69044.583326,-69947.973782,-33669.729074
174,0.698272705078125,-66542.864328,-62258.258433,-80419.363727,-69066.555091,-69957.517976,-33682.626031
175,0.7022857666015625,-66548.631078,-62249.831825,-80437.379234,-69087.275158,-69961.92127,-33691.477322
176,0.706298828125,-66552.967316,-62240.265279,-80431.545428,-69087.655137,-69967.17393,-33700.775647
177,0.7103118896484375,-66551.357991,-62219.455805,-80423.230579,-69084.347079,-69969.654974,-33707.257653
178,0.714324951171875,-66565.461941,-62204.502488,-80442.0731,-69107.794059,-69977.500436,-33718.567636
179,0.7183380126953125,-66575.609633,-62207.698787,-80462.457891,-69132.738606,-69982.753096,-33732.515124
180,0.72235107421875,-66590.138267,-62221.758034,-80455.551202,-69127.642408,-69998.287558,-33760.253639
181,0.7263641357421875,-66591.367613,-62233.805625,-80458.702798,-69129.564658,-69998.086393,-33768.143805
182,0.730377197265625,-66601.716471,-62251.932889,-80466.212984,-69137.566583,-69999.293387,-33776.771578
183,0.7343902587890625,-66596.486163,-62264.516922,-80473.477301,-69147.714275,-69993.683099,-33775.072846
184,0.7384033203125,-66592.462849,-62234.677343,-80468.939897,-69143.534499,-69988.653956,-33765.014561
185,0.7424163818359375,-66584.28211,-62236.040799,-80461.183841,-69126.390711,-69984.362422,-33752.117604
186,0.746429443359375,-66566.870101,-62249.362439,-80459.440405,-69119.059338,-69981.590805,-33748.362511
187,0.7504425048828125,-66570.669898,-62267.132076,-80469.677504,-69127.642408,-69969.654974,-33737.767784
188,0.75445556640625,-66561.393924,-62273.278805,-80475.578365,-69136.471347,-69953.85229,-33723.507371
189,0.7584686279296875,-66553.682572,-62260.493608,-80459.686274,-69120.288684,-69942.855232,-33712.286796
190,0.762481689453125,-66542.529052,-62250.502378,-80445.962303,-69105.469478,-69928.639523,-33694.651269
191,0.7664947509765625,-66544.831281,-62247.440189,-80449.89621,-69106.877638,-69933.109872,-33699.546301
192,0.7705078125,-66540.897374,-62190.666758,-80450.522059,-69106.564713,-69940.798872,-33706.117714
193,0.7745208740234375,-66518.590333,-62150.746542,-80426.560989,-69089.398574,-69942.587011,-33712.823238
194,0.778533935546875,-66496.618568,-62107.808841,-80392.675745,-69055.155701,-69941.558831,-33717.4724
195,0.7825469970703125,-66488.527237,-62086.127649,-80385.925518,-69045.678561,-69936.306171,-33722.009804
196,0.78656005859375,-66503.189981,-62101.572705,-80382.483349,-69038.905983,-69946.409159,-33750.284761
197,0.7905731201171875,-66519.730272,-62113.82146,-80373.833224,-69022.186878,-69958.434398,-33784.460578
198,0.794586181640625,-66527.933362,-62117.442443,-80377.856538,-69012.262703,-69963.888224,-33801.023221
199,0.7985992431640625,-66527.709845,-62107.808841,-80370.949849,-68990.603863,-69977.969823,-33822.346785
200,0.8026123046875,-66531.509642,-62086.373518,-80377.007172,-68983.540712,-69984.585939,-33834.774355
201,0.8066253662109375,-66526.078168,-62058.679707,-80390.977012,-68996.348261,-69973.611232,-33824.090221
202,0.810638427734375,-66530.9732,-62046.877986,-80402.242291,-69013.402642,-69968.783256,-33817.854085
203,0.8146514892578125,-66565.908976,-62065.787562,-80421.174219,-69031.842832,-69987.692831,-33833.522658
204,0.81866455078125,-66566.288956,-62071.844884,-80446.29758,-69051.646477,-69989.995061,-33830.438117
205,0.8226776123046875,-66555.470712,-62046.498006,-80435.479335,-69035.463814,-69978.595671,-33805.247701
206,0.826690673828125,-66567.004212,-62046.29684,-80425.756326,-69015.056672,-69971.443113,-33786.986326
207,0.8307037353515625,-66568.568834,-62044.039314,-80443.593018,-69028.467718,-69957.808549,-33764.969857
208,0.834716796875,-66573.307404,-62041.312401,-80450.119728,-69036.17907,-69961.451883,-33758.443148
209,0.8387298583984375,-66577.822456,-62039.3678,-80449.940914,-69032.155756,-69968.805607,-33758.800776
210,0.842742919921875,-66566.646584,-62035.679762,-80436.30635,-69010.407509,-69963.284727,-33745.926171
211,0.8467559814453125,-66567.607709,-62053.404695,-80434.51821,-69000.282168,-69961.27307,-33734.951465
212,0.85076904296875,-66572.033354,-62057.31625,-80438.519172,-69002.450288,-69963.508244,-33724.915531
213,0.8547821044921875,-66570.178159,-62050.588375,-80437.066309,-68999.321043,-69963.910575,-33715.371336
214,0.858795166015625,-66568.479427,-62047.928518,-80426.628044,-68991.20736,-69967.620965,-33713.337328
215,0.8628082275390625,-66570.155808,-62063.798256,-80420.146039,-68988.90513,-69974.684116,-33718.388822
216,0.8668212890625,-66550.32981,-62064.982899,-80425.778678,-68999.544561,-69962.278898,-33709.805752
217,0.8708343505859375,-66549.905127,-62056.80216,-80415.899207,-68993.442535,-69966.525729,-33719.886389
218,0.874847412109375,-66546.217089,-62050.834245,-80392.899262,-68962.440665,-69975.086448,-33736.650197
219,0.8788604736328125,-66546.127682,-62059.193797,-80385.277317,-68947.5097,-69978.685078,-33748.720139
220,0.88287353515625,-66549.16752,-62078.32689,-80396.542596,-68952.918822,-69984.004794,-33760.700674
221,0.8868865966796875,-66554.487235,-62083.668957,-80400.141227,-68955.019886,-69990.687965,-33773.97761
222,0.890899658203125,-66564.769037,-62107.585324,-80383.667992,-68934.255115,-70001.483858,-33793.311869
223,0.8949127197265625,-66562.578566,-62088.586341,-80385.702,-68922.319284,-69996.052384,-33790.696715
224,0.89892578125,-66561.7292,-62074.99648,-80395.112085,-68918.966522,-69995.49359,-33790.11557
225,0.9029388427734375,-66556.029505,-62101.460946,-80403.002251,-68919.927647,-69999.941587,-33796.977555
226,0.906951904296875,-66559.784598,-62115.050806,-80399.269509,-68911.791612,-70003.137887,-33800.263262
227,0.9109649658203125,-66550.776845,-62130.562917,-80392.496931,-68900.548685,-69999.427497,-33798.430419
228,0.91497802734375,-66546.9994,-62147.550243,-80407.807876,-68912.886848,-69998.444021,-33799.548006
229,0.9189910888671875,-66545.054799,-62144.644516,-80425.599864,-68932.824604,-69986.351727,-33785.622869
230,0.923004150390625,-66541.746741,-62157.027382,-80412.725259,-68924.308589,-69979.065058,-33770.714256
231,0.9270172119140625,-66532.917801,-62172.293624,-80387.736009,-68897.262978,-69977.701602,-33768.702599
232,0.9310302734375,-66515.662255,-62164.604624,-80383.332715,-68888.769315,-69970.88432,-33769.954296
233,0.9350433349609375,-66530.324999,-62186.59874,-80396.252024,-68901.062775,-69980.450866,-33782.113645
234,0.939056396484375,-66541.970258,-62208.838726,-80402.443457,-68903.342653,-69985.927044,-33789.757942
235,0.9430694580078125,-66514.32115,-62191.225552,-80392.22871,-68893.57494,-69968.604442,-33777.263317
236,0.94708251953125,-66508.152069,-62163.352926,-80380.628154,-68876.766429,-69966.972764,-33781.867776
237,0.9510955810546875,-66514.812888,-62160.693069,-80405.617405,-68902.068603,-69958.300288,-33781.800721
238,0.955108642578125,-66529.118005,-62168.382069,-80408.031393,-68909.779955,-69956.802721,-33791.926061
239,0.9591217041015625,-66534.013037,-62185.503505,-80390.775846,-68893.977272,-69955.416912,-33799.72682
240,0.963134765625,-66539.891546,-62175.735793,-80383.913861,-68884.030746,-69955.908651,-33804.063058
241,0.9671478271484375,-66558.287031,-62181.390784,-80402.890492,-68896.704185,-69969.498511,-33817.094125
242,0.971160888671875,-66568.188854,-62163.576444,-80414.714565,-68910.115231,-69972.04661,-33825.543085
243,0.9751739501953125,-66592.261683,-62167.845627,-80420.101335,-68914.674987,-69985.636471,-33846.285504
244,0.97918701171875,-66598.609578,-62169.410249,-80428.639701,-68924.867383,-69988.765715,-33858.623667
245,0.9832000732421875,-66599.101317,-62158.167321,-80438.921504,-68939.865403,-69990.75502,-33865.820928
246,0.987213134765625,-66603.817535,-62157.005031,-80451.863164,-68956.897432,-69992.565512,-33871.185347
247,0.9912261962890625,-66635.802881,-62165.476342,-80450.007969,-68952.24827,-70002.176762,-33885.311649
248,0.9952392578125,-66627.84566,-62147.371429,-80447.45987,-68943.531089,-69990.978538,-33879.321382
249,0.9992523193359375,-66608.511401,-62145.359772,-80466.145929,-68966.620441,-69975.399372,-33863.496347
250,1.003265380859375,-66607.572628,-62158.65906,-80469.051655,-68981.21613,-69974.72882,-33863.094015
251,1.0072784423828125,-66613.831116,-62151.238281,-80460.937972,-68972.700116,-69970.414933,-33857.684893
252,1.01129150390625,-66624.783471,-62166.124542,-80459.88744,-68964.631136,-69970.593747,-33858.333094
253,1.0153045654296875,-66629.142061,-62157.675583,-80476.986525,-68977.192816,-69973.857102,-33852.633399
254,1.019317626953125,-66641.614335,-62178.373298,-80491.984545,-68998.471677,-69980.383811,-33848.297161
255,1.0233306884765625,-66631.243125,-62180.854342,-80496.834874,-69008.485259,-69973.007735,-33829.767565
256,1.02734375,-66629.566745,-62156.982679,-80476.383028,-68992.369651,-69966.011639,-33824.649015
257,1.0313568115234375,-66628.985599,-62166.750391,-80470.25865,-68989.441572,-69958.367343,-33824.537256
258,1.035369873046875,-66640.78732,-62173.813543,-80481.456874,-69003.545523,-69956.780369,-33827.666501
259,1.0393829345703125,-66620.357826,-62129.57944,-80480.696914,-69014.27436,-69935.054473,-33816.155352
260,1.04339599609375,-66628.136233,-62129.490033,-80456.154699,-69000.103354,-69935.188584,-33824.269035
261,1.0474090576171875,-66651.024419,-62138.408379,-80456.735844,-68996.191799,-69949.247831,-33843.357425
262,1.051422119140625,-66631.712512,-62116.570725,-80471.93503,-69012.665035,-69934.965066,-33835.266094
263,1.0554351806640625,-66638.306277,-62109.149946,-80471.108016,-69023.215058,-69931.008808,-33834.215562
264,1.0594482421875,-66644.721227,-62111.742748,-80470.929202,-69022.164526,-69927.499584,-33836.875419
