sample_index,run_time_sec,Channel_1,Channel_3,Channel_4,Channel_6,Channel_7,Channel_8
14054,56.38281297683716,-19142.480986,-34093.518149,-31980.0266,-59501.662493,-48751.546294,-40633.504466
14055,56.3868248462677,-19140.558736,-34098.279071,-31981.881795,-59501.997769,-48745.310157,-40630.822257
14056,56.39083671569824,-19135.015504,-34097.452056,-31970.348295,-59494.465231,-48738.761096,-40624.630824
14057,56.394848585128784,-19140.469329,-34101.743591,-31963.374551,-59497.125089,-48742.158561,-40629.011766
14058,56.398860454559326,-19149.633545,-34104.962242,-31974.148092,-59505.842269,-48741.599767,-40630.509332
14059,56.40287232398987,-19151.779312,-34102.861178,-31978.931365,-59502.64597,-48738.001137,-40625.770763
14060,56.40688419342041,-19135.395483,-34096.669745,-31971.398827,-59491.090118,-48736.704735,-40622.261539
14061,56.41089606285095,-19136.468367,-34098.457885,-31980.741856,-59501.617789,-48739.96809,-40623.759106
14062,56.414907932281494,-19149.991173,-34103.196454,-31987.827359,-59513.106586,-48746.651262,-40631.492809
14063,56.418919801712036,-19151.779312,-34102.458847,-31990.39781,-59514.55945,-48744.32668,-40631.11283
14064,56.42293167114258,-19147.979516,-34100.804818,-31985.815702,-59506.758691,-48743.589073,-40632.029251
14065,56.42694354057312,-19144.403236,-34100.514245,-31988.497912,-59511.117281,-48741.353898,-40630.241112
14066,56.43095541000366,-19141.519861,-34098.234367,-31986.396848,-59511.609019,-48734.491913,-40622.172132
14067,56.434967279434204,-19146.258431,-34103.710545,-31983.312307,-59514.894726,-48737.062363,-40622.797981
14068,56.438979148864746,-19149.275917,-34106.951547,-31985.323964,-59518.113377,-48740.236311,-40625.86017
14069,56.44299101829529,-19155.333239,-34107.465638,-31976.986763,-59511.631371,-48746.383041,-40625.10021
14070,56.44700288772583,-19155.936737,-34107.040954,-31991.537749,-59518.493357,-48746.897131,-40620.473399
14071,56.45101475715637,-19157.970745,-34108.829094,-32000.791371,-59523.053112,-48752.105087,-40627.625957
14072,56.455026626586914,-19160.496492,-34105.342222,-32006.356955,-59514.917077,-48752.663881,-40625.390783
14073,56.459038496017456,-19168.78899,-34108.583225,-31994.287013,-59499.136746,-48761.62693,-40629.525856
14074,56.463050365448,-19176.343879,-34111.019565,-32006.491066,-59508.055092,-48766.343149,-40630.531684
14075,56.46706223487854,-19183.295272,-34114.484085,-32013.598921,-59516.928734,-48769.986483,-40635.60553
14076,56.47107410430908,-19188.212656,-34121.413126,-31999.807894,-59517.353418,-48776.289675,-40647.071975
14077,56.475085973739624,-19202.584827,-34137.238161,-31997.483313,-59520.773234,-48795.489823,-40665.065129
14078,56.479097843170166,-19188.302063,-34133.013682,-32020.527961,-59533.580784,-48786.236201,-40657.309074
14079,56.48310971260071,-19179.987214,-34126.46462,-32021.734956,-59529.982153,-48780.648265,-40654.045719
14080,56.48712158203125,-19180.367193,-34128.364519,-32011.631967,-59519.320371,-48786.86205,-40658.381958
14081,56.49113345146179,-19169.548949,-34123.089507,-32008.569778,-59521.399083,-48778.636608,-40650.089461
14082,56.495145320892334,-19167.850216,-34120.541408,-31994.532883,-59514.782967,-48778.122518,-40645.283836
14083,56.499157190322876,-19172.186455,-34124.676481,-31995.762228,-59512.838365,-48784.470413,-40647.89899
14084,56.50316905975342,-19173.304042,-34128.409222,-31994.868159,-59511.564316,-48781.0953,-40644.948559
14085,56.50718092918396,-19166.509112,-34126.106992,-31986.776827,-59505.149365,-48776.580247,-40640.522914
14086,56.5111927986145,-19161.837597,-34125.347033,-31987.849711,-59502.847135,-48772.154602,-40639.45003
14087,56.515204668045044,-19164.095123,-34128.699795,-31997.438609,-59507.272781,-48770.634683,-40639.695899
14088,56.519216537475586,-19166.464408,-34134.332434,-31989.794313,-59501.461327,-48775.507364,-40648.748356
14089,56.52322840690613,-19170.443019,-34141.172068,-31982.373534,-59493.012368,-48785.476242,-40661.041815
14090,56.52724027633667,-19171.605309,-34139.495687,-31991.269528,-59498.80147,-48784.515117,-40660.438318
14091,56.53125214576721,-19167.157312,-34131.918446,-32009.217979,-59502.78008,-48777.474317,-40646.021443
14092,56.535264015197754,-19156.070847,-34120.653167,-32001.93131,-59492.207705,-48770.388814,-40635.493771
14093,56.539275884628296,-19157.3896,-34115.44521,-31983.111141,-59479.310748,-48771.752271,-40636.454897
14094,56.54328775405884,-19162.552853,-34115.668728,-31980.451284,-59479.71308,-48772.445175,-40636.790173
14095,56.54729962348938,-19166.777333,-34116.33928,-31986.106275,-59484.339891,-48773.339245,-40637.237208
14096,56.55131149291992,-19163.961013,-34120.139077,-31987.894414,-59493.325292,-48779.933009,-40645.037966
14097,56.555323362350464,-19157.099027,-34116.987481,-31984.25108,-59490.665435,-48776.915524,-40643.67451
14098,56.559335231781006,-19162.396391,-34116.361632,-31978.752551,-59483.535228,-48774.43448,-40640.522914
14099,56.56334710121155,-19153.120417,-34105.923367,-31990.666031,-59487.469135,-48762.610407,-40628.140048
14100,56.56735897064209,-19150.505263,-34103.308213,-31989.324926,-59489.123164,-48761.448116,-40629.481152
14101,56.57137084007263,-19151.913423,-34104.314042,-31982.798217,-59488.094984,-48765.382023,-40634.420888
14102,56.575382709503174,-19148.873585,-34102.458847,-31979.557214,-59484.697519,-48758.788259,-40629.302338
14103,56.579394578933716,-19153.746266,-34110.036088,-31975.198624,-59480.204818,-48763.772698,-40632.833914
14104,56.58340644836426,-19162.306984,-34125.123516,-31987.670897,-59490.486621,-48771.349939,-40643.205123
14105,56.5874183177948,-19155.60146,-34126.419917,-31992.253005,-59493.995845,-48767.170163,-40640.612321
14106,56.59143018722534,-19153.16512,-34130.778507,-31981.926499,-59484.026967,-48768.623026,-40642.936902
14107,56.595442056655884,-19150.482911,-34132.968978,-31983.513472,-59484.138725,-48767.170163,-40645.440298
14108,56.599453926086426,-19154.886205,-34136.031167,-31987.782656,-59491.559504,-48770.187649,-40647.273141
14109,56.60346579551697,-19154.349763,-34131.314949,-31989.235519,-59489.056109,-48767.840715,-40639.539437
14110,56.60747766494751,-19149.298268,-34126.621083,-31986.352144,-59485.502182,-48766.052576,-40634.44324
14111,56.61148953437805,-19155.176777,-34129.370347,-31986.665068,-59495.515763,-48771.416995,-40639.338272
14112,56.615501403808594,-19158.015449,-34128.744498,-31991.448342,-59497.549772,-48773.294541,-40641.88637
14113,56.619513273239136,-19160.831769,-34133.438365,-31990.844845,-59501.573086,-48776.468489,-40642.892199
14114,56.62352514266968,-19151.980478,-34126.554027,-31988.900243,-59496.789813,-48769.472393,-40637.416022
14115,56.62753701210022,-19141.162233,-34123.827115,-31983.602879,-59490.844249,-48769.003006,-40638.80183
14116,56.63154888153076,-19143.352704,-34126.777545,-31983.781693,-59499.717891,-48772.020492,-40642.422812
14117,56.635560750961304,-19132.869736,-34121.59194,-31986.03922,-59504.56822,-48766.834887,-40639.651196
14118,56.639572620391846,-19128.108815,-34118.529751,-31966.95083,-59489.480792,-48770.411166,-40643.80862
14119,56.64358448982239,-19128.868774,-34122.843638,-31971.555289,-59485.725699,-48771.416995,-40643.003958
14120,56.64759635925293,-19133.674399,-34126.665786,-31978.61844,-59488.720833,-48773.182782,-40646.066147
14121,56.65160822868347,-19149.432379,-34138.847487,-31986.776827,-59494.621693,-48786.303256,-40657.64435
14122,56.655620098114014,-19150.929946,-34136.96994,-31996.276319,-59497.952103,-48785.588,-40657.309074
14123,56.659631967544556,-19143.017428,-34131.06908,-31993.080019,-59494.174659,-48782.145832,-40655.118603
14124,56.6636438369751,-19140.60344,-34125.682309,-32000.321984,-59503.428281,-48776.423785,-40648.390728
14125,56.66765570640564,-19142.391579,-34124.899998,-31999.740839,-59503.249467,-48776.401434,-40648.994225
14126,56.67166757583618,-19142.324524,-34124.184742,-31992.744743,-59493.951141,-48773.428652,-40650.022405
14127,56.675679445266724,-19150.326449,-34130.331472,-31983.468769,-59492.587685,-48781.519983,-40658.02433
14128,56.679691314697266,-19153.835673,-34132.030205,-31990.196644,-59506.244601,-48779.977713,-40655.498583
14129,56.68370318412781,-19139.843481,-34123.760059,-31992.901205,-59506.758691,-48765.158506,-40645.283836
14130,56.68771505355835,-19144.269126,-34129.102126,-31985.033391,-59498.980284,-48769.271227,-40650.782365
14131,56.69172692298889,-19146.638411,-34132.99133,-31977.500853,-59493.928789,-48771.327588,-40652.883429
14132,56.695738792419434,-19142.302172,-34135.226504,-31979.691324,-59499.762595,-48773.4063,-40652.570504
14133,56.699750661849976,-19148.135978,-34137.014644,-31996.656298,-59509.418548,-48776.759061,-40655.565638
14134,56.70376253128052,-19138.323562,-34129.549161,-31992.856502,-59504.948199,-48770.478221,-40653.486926
14135,56.70777440071106,-19137.809472,-34129.415051,-31974.595126,-59496.186316,-48775.46266,-40652.704615
14136,56.7117862701416,-19141.49751,-34130.510286,-31979.065475,-59500.231981,-48778.927181,-40651.028234
14137,56.715798139572144,-19136.580126,-34128.185705,-31986.441551,-59505.618752,-48777.362559,-40648.726004
14138,56.719810009002686,-19126.186565,-34122.664824,-31986.620365,-59499.069691,-48771.662864,-40643.875676
14139,56.72382187843323,-19120.352759,-34120.56376,-31973.768112,-59482.484696,-48767.63955,-40642.601626
14140,56.72783374786377,-19120.375111,-34124.184742,-31972.896394,-59483.959911,-48770.657035,-40648.703652
14141,56.73184561729431,-19127.348855,-34131.158487,-31979.803083,-59489.883124,-48776.669654,-40657.64435
14142,56.73585748672485,-19126.074806,-34131.605522,-31988.788484,-59489.436089,-48769.092413,-40648.211914
14143,56.739869356155396,-19130.455748,-34132.812516,-31969.320115,-59473.588702,-48771.439346,-40643.987434
14144,56.74388122558594,-19126.723007,-34130.018548,-31966.101464,-59478.036699,-48766.611369,-40636.589007
14145,56.74789309501648,-19133.249716,-34132.745461,-31979.400752,-59486.396251,-48768.623026,-40636.410193
14146,56.75190496444702,-19141.653972,-34137.86401,-31989.079057,-59492.163002,-48777.451966,-40643.361586
14147,56.75591683387756,-19140.625792,-34136.925237,-31987.514435,-59489.816068,-48779.709492,-40645.105022
14148,56.759928703308105,-19141.296344,-34142.379062,-31981.904147,-59488.81024,-48783.218716,-40649.06128
14149,56.76394057273865,-19127.773539,-34139.40628,-31986.799179,-59494.286417,-48774.94857,-40641.573446
14150,56.76795244216919,-19135.86487,-34146.603542,-31983.289955,-59498.309731,-48776.714358,-40647.675472
14151,56.77196431159973,-19141.162233,-34149.621028,-31980.071304,-59496.454536,-48779.463623,-40652.101118
14152,56.77597618103027,-19141.139882,-34147.452908,-31981.255946,-59496.767461,-48780.648265,-40652.503449
14153,56.779988050460815,-19133.964972,-34143.563705,-31986.106275,-59495.761632,-48772.668692,-40647.027272
14154,56.78399991989136,-19138.725893,-34149.665731,-31995.158731,-59495.068728,-48776.982579,-40649.195391
14155,56.7880117893219,-19134.233193,-34145.910638,-31994.488179,-59490.419565,-48772.713396,-40646.133202
14156,56.79202365875244,-19127.080634,-34142.021435,-31983.692286,-59478.193161,-48769.003006,-40645.909684
14157,56.79603552818298,-19129.449919,-34145.575362,-31985.27926,-59484.474001,-48770.098242,-40651.542324
14158,56.800047397613525,-19127.773539,-34151.498574,-31995.918691,-59500.567257,-48767.572494,-40653.956312
14159,56.80405926704407,-19126.320675,-34154.381949,-31987.603842,-59486.485658,-48769.070061,-40658.940751
14160,56.80807113647461,-19126.25362,-34153.823156,-31983.692286,-59480.763612,-48766.74548,-40655.789155
14161,56.81208300590515,-19130.411044,-34152.929086,-31986.016868,-59483.334062,-48766.477259,-40654.671568
14162,56.81609487533569,-19129.181698,-34151.297408,-31994.599938,-59493.504106,-48766.186686,-40654.649216
14163,56.820106744766235,-19128.064111,-34146.625894,-31998.176217,-59496.231019,-48761.381061,-40649.865943
14164,56.82411861419678,-19124.532536,-34147.966999,-31985.033391,-59489.972531,-48763.057442,-40651.184696
14165,56.82813048362732,-19116.307094,-34148.36933,-31978.171406,-59494.57699,-48760.576398,-40645.552056
14166,56.83214235305786,-19118.609323,-34152.616161,-31980.607746,-59496.029853,-48764.95734,-40648.144859
14167,56.8361542224884,-19124.398425,-34158.092339,-31987.268566,-59495.716929,-48773.92039,-40657.465536
14168,56.840166091918945,-19126.052454,-34157.220621,-31994.979917,-59498.309731,-48774.032149,-40658.761937
14169,56.84417796134949,-19122.230306,-34150.693911,-31991.336583,-59488.474964,-48771.260532,-40654.157478
14170,56.84818983078003,-19124.398425,-34148.279923,-31998.556197,-59492.475926,-48772.713396,-40654.202182
14171,56.85220170021057,-19133.629696,-34154.717225,-31998.578548,-59491.24658,-48784.783338,-40664.886315
14172,56.85621356964111,-19126.477137,-34148.078757,-31999.025583,-59489.659606,-48774.166259,-40652.168173
14173,56.860225439071655,-19124.510184,-34147.005874,-31984.072266,-59484.429298,-48771.707567,-40652.436394
14174,56.8642373085022,-19127.214745,-34153.331417,-31988.721429,-59496.678054,-48774.30037,-40657.957275
14175,56.86824917793274,-19116.038873,-34155.946571,-31990.598975,-59501.170755,-48770.992311,-40657.867868
14176,56.87226104736328,-19106.919361,-34150.380987,-31982.753513,-59495.582818,-48765.180858,-40654.380996
14177,56.87627291679382,-19107.433451,-34149.039882,-31975.846824,-59492.095946,-48764.577361,-40656.727929
14178,56.880284786224365,-19113.043739,-34150.939781,-31977.165577,-59497.147441,-48768.354806,-40660.438318
14179,56.88429665565491,-19120.933905,-34157.019455,-31982.574699,-59498.980284,-48780.71532,-40667.389711
14180,56.88830852508545,-19122.006788,-34158.584077,-31984.586356,-59496.521592,-48781.251762,-40668.484946
14181,56.89232039451599,-19117.737605,-34157.757063,-31977.254984,-59491.894781,-48777.139041,-40666.339179
14182,56.89633226394653,-19114.898934,-34159.299333,-31980.004249,-59497.192144,-48775.32855,-40666.517993
14183,56.900344133377075,-19111.210896,-34160.081644,-31980.317173,-59497.102737,-48776.446137,-40670.384845
14184,56.90435600280762,-19109.221591,-34164.686103,-31983.804045,-59498.689711,-48778.14487,-40671.211859
14185,56.90836787223816,-19105.734719,-34165.893098,-31984.005211,-59501.438976,-48773.227486,-40669.602534
14186,56.9123797416687,-19106.852306,-34169.51408,-31985.413371,-59502.109528,-48776.043806,-40677.24683
14187,56.91639161109924,-19105.511201,-34165.334304,-31988.721429,-59507.116319,-48772.37812,-40673.111757
14188,56.920403480529785,-19098.246884,-34154.024321,-31981.121836,-59500.991941,-48763.28096,-40661.064167
14189,56.92441534996033,-19098.492753,-34148.011702,-31969.186004,-59485.748051,-48760.486991,-40655.677397
14190,56.92842721939087,-19108.595742,-34152.437347,-31966.302629,-59482.730565,-48769.517096,-40659.678359
14191,56.93243908882141,-19113.334312,-34154.046673,-31974.237499,-59491.313635,-48773.719224,-40659.320731
14192,56.93645095825195,-19110.272123,-34154.13608,-31986.240385,-59498.309731,-48773.071024,-40660.035987
14193,56.940462827682495,-19100.593817,-34155.231316,-31977.523205,-59491.62656,-48773.585114,-40664.975722
14194,56.94447469711304,-19102.113736,-34155.566592,-31968.582507,-59483.69169,-48776.960227,-40668.596705
14195,56.94848656654358,-19109.646274,-34157.690007,-31970.460054,-59487.804411,-48781.7435,-40672.351798
14196,56.95249843597412,-19112.820222,-34161.221583,-31979.601917,-59498.913228,-48781.877611,-40674.966952
14197,56.95651030540466,-19107.969893,-34157.511193,-31979.445455,-59491.715967,-48780.20123,-40671.301266
14198,56.960522174835205,-19107.701672,-34156.728882,-31975.891528,-59494.7111,-48779.597733,-40669.088443
14199,56.96453404426575,-19110.048605,-34158.762891,-31978.685496,-59508.345665,-48778.368387,-40669.803699
14200,56.96854591369629,-19112.999035,-34162.763853,-31985.413371,-59511.74313,-48777.608428,-40672.195336
14201,56.97255778312683,-19110.048605,-34164.395531,-31983.647583,-59508.747996,-48774.792108,-40670.541307
14202,56.97656965255737,-19109.825088,-34169.51408,-31973.388132,-59499.941409,-48779.754195,-40676.151595
14203,56.980581521987915,-19107.03112,-34170.184633,-31991.180121,-59511.340798,-48774.56859,-40672.798833
14204,56.98459339141846,-19104.639483,-34172.620973,-31989.50374,-59507.89863,-48772.758099,-40671.658894
14205,56.988605260849,-19100.817335,-34171.101054,-31979.311345,-59503.517688,-48767.751308,-40663.098176
14206,56.99261713027954,-19093.105983,-34164.015551,-31978.305516,-59499.986112,-48758.341224,-40654.895086
14207,56.99662899971008,-19089.820276,-34163.680275,-31967.643734,-59491.62656,-48761.202247,-40660.035987
14208,57.000640869140625,-19088.255654,-34169.402322,-31974.975106,-59501.483679,-48762.699814,-40661.041815
14209,57.00465273857117,-19080.521951,-34165.691932,-31961.340542,-59493.68292,-48757.424802,-40658.359606
14210,57.00866460800171,-19081.997166,-34164.820214,-31956.713731,-59491.648911,-48757.022471,-40657.621999
14211,57.01267647743225,-19083.450029,-34157.46649,-31957.406635,-59489.100813,-48752.038032,-40649.977702
14212,57.01668834686279,-19091.250788,-34165.513118,-31956.82549,-59490.576028,-48762.90098,-40659.186621
14213,57.020700216293335,-19090.312015,-34162.830909,-31972.292897,-59501.170755,-48761.537523,-40657.577295
14214,57.02471208572388,-19087.652157,-34153.599638,-31966.213222,-59486.910342,-48760.934026,-40658.694882
14215,57.02872395515442,-19091.004919,-34150.313932,-31962.547536,-59475.332138,-48765.069099,-40660.639484
14216,57.03273582458496,-19087.853323,-34143.407243,-31973.857519,-59486.843286,-48758.140058,-40648.681301
14217,57.0367476940155,-19078.152666,-34130.242065,-31967.666086,-59484.317539,-48748.528808,-40638.265388
14218,57.040759563446045,-19087.495695,-34139.003949,-31951.014036,-59471.085307,-48761.202247,-40651.341158
14219,57.04477143287659,-19091.049622,-34145.329493,-31952.422196,-59475.846228,-48765.963169,-40656.929094
14220,57.04878330230713,-19089.887332,-34146.469432,-31961.340542,-59489.32433,-48763.54918,-40654.671568
14221,57.05279517173767,-19089.149724,-34147.139984,-31969.834205,-59493.973493,-48761.425765,-40652.637559
14222,57.05680704116821,-19090.289663,-34148.279923,-31962.72635,-59488.877295,-48766.052576,-40658.02433
14223,57.060818910598755,-19095.899951,-34157.265324,-31958.837147,-59489.972531,-48776.22262,-40665.914496
14224,57.0648307800293,-19094.402384,-34157.444138,-31969.610687,-59501.036644,-48771.595808,-40662.338217
14225,57.06884264945984,-19093.217742,-34161.087473,-31973.902222,-59509.597362,-48772.266361,-40663.187583
14226,57.07285451889038,-19086.869846,-34160.975714,-31965.587373,-59501.997769,-48767.170163,-40663.165231
14227,57.07686638832092,-19078.309128,-34158.382911,-31956.669027,-59493.280589,-48759.905846,-40659.365435
14228,57.080878257751465,-19066.172131,-34161.646266,-31949.695283,-59485.233961,-48756.910712,-40658.40431
14229,57.08489012718201,-19061.880596,-34160.863955,-31952.153975,-59488.318502,-48751.099259,-40653.106946
14230,57.08890199661255,-19066.239186,-34167.97181,-31946.074301,-59488.43026,-48756.642491,-40663.545211
14231,57.09291386604309,-19074.799904,-34178.566537,-31939.815812,-59487.938522,-48765.33732,-40675.346932
14232,57.09692573547363,-19072.520026,-34176.957211,-31949.963504,-59495.225191,-48763.504477,-40673.40233
14233,57.100937604904175,-19073.525855,-34175.079665,-31964.067455,-59503.383577,-48762.096317,-40670.58601
14234,57.10494947433472,-19068.139084,-34163.792034,-31964.13451,-59495.247542,-48757.067175,-40664.059301
14235,57.10896134376526,-19066.395648,-34155.901868,-31942.363911,-59476.136801,-48757.402451,-40660.438318
14236,57.1129732131958,-19070.597776,-34157.354731,-31943.63796,-59476.963815,-48763.79505,-40663.299342
14237,57.11698508262634,-19077.705631,-34161.378045,-31963.531013,-59492.118298,-48770.902904,-40667.300304
14238,57.120996952056885,-19077.683279,-34157.019455,-31969.163653,-59494.95697,-48771.327588,-40667.076786
14239,57.12500882148743,-19091.876637,-34167.256554,-31952.645713,-59483.423469,-48789.097224,-40684.377037
14240,57.12902069091797,-19098.671567,-34174.833795,-31967.97901,-59496.767461,-48795.243954,-40688.690923
14241,57.13303256034851,-19098.783326,-34174.140891,-31983.35701,-59505.08231,-48791.891192,-40684.064112
14242,57.13704442977905,-19093.57537,-34170.743426,-31988.386153,-59502.154231,-48787.800823,-40681.09133
14243,57.141056299209595,-19090.24496,-34172.755083,-31982.015906,-59493.68292,-48786.727939,-40687.863909
14244,57.14506816864014,-19089.730869,-34173.515042,-31975.220975,-59492.163002,-48788.069044,-40688.757979
14245,57.14908003807068,-19090.021442,-34176.420769,-31980.853615,-59501.349569,-48784.224544,-40678.52088
14246,57.15309190750122,-19080.477247,-34168.798824,-31987.983821,-59505.149365,-48769.092413,-40661.779423
14247,57.15710377693176,-19080.141971,-34171.682199,-31971.152958,-59493.16883,-48772.556933,-40669.311961
14248,57.161115646362305,-19089.105021,-34185.987316,-31965.453263,-59494.174659,-48780.71532,-40682.36538
14249,57.16512751579285,-19082.55596,-34183.930955,-31977.210281,-59500.231981,-48774.523887,-40676.978609
14250,57.16913938522339,-19076.141009,-34188.155435,-31977.836129,-59507.876278,-48779.016588,-40682.723008
14251,57.17315125465393,-19071.335384,-34186.456703,-31969.945964,-59506.915153,-48775.440309,-40680.554888
14252,57.17716312408447,-19062.215872,-34185.629688,-31957.85367,-59499.181449,-48772.445175,-40682.723008
14253,57.181174993515015,-19061.880596,-34188.557767,-31959.708865,-59501.662493,-48770.545276,-40684.108816
14254,57.18518686294556,-19060.695953,-34186.747275,-31968.001362,-59503.070653,-48766.164335,-40678.207955
14255,57.1891987323761,-19059.399552,-34185.629688,-31965.654429,-59499.82965,-48765.404375,-40674.81049
14256,57.19321060180664,-19064.607509,-34187.149607,-31957.093711,-59493.839382,-48773.451003,-40681.873641
14257,57.19722247123718,-19076.565692,-34194.905662,-31966.816719,-59500.500202,-48782.950495,-40686.567508
14258,57.201234340667725,-19076.520989,-34187.417828,-31983.133493,-59506.803394,-48780.961189,-40681.650124
14259,57.20524621009827,-19076.632747,-34178.700647,-31988.184987,-59502.556563,-48778.256628,-40677.984438
14260,57.20925807952881,-19077.660927,-34175.526699,-31975.310382,-59488.206743,-48776.915524,-40677.068016
14261,57.21326994895935,-19071.53655,-34172.3304,-31978.059647,-59485.233961,-48771.305236,-40671.569487
14262,57.21728181838989,-19075.023422,-34173.492691,-31984.206377,-59491.827725,-48775.708529,-40674.9446
14263,57.221293687820435,-19077.862093,-34172.509214,-31987.670897,-59499.203801,-48776.580247,-40673.26822
14264,57.22530555725098,-19078.867922,-34173.671505,-31975.936231,-59494.912266,-48770.96996,-40672.955295
14265,57.22931742668152,-19066.820331,-34167.010685,-31968.35899,-59493.079423,-48763.348015,-40669.200202
14266,57.23332929611206,-19077.079782,-34172.173938,-31975.511548,-59501.595438,-48768.80184,-40675.279877
14267,57.2373411655426,-19088.412117,-34178.700647,-31985.391019,-59503.048301,-48775.283846,-40682.723008
14268,57.241353034973145,-19084.902893,-34180.175862,-31984.295784,-59488.43026,-48774.881515,-40682.946525
14269,57.24536490440369,-19074.956366,-34177.873633,-31989.63785,-59484.518705,-48767.617198,-40676.911554
14270,57.24937677383423,-19075.425753,-34179.795883,-31993.839978,-59491.715967,-48768.175992,-40677.515051
14271,57.25338864326477,-19082.265387,-34188.758932,-31999.025583,-59503.182412,-48772.847506,-40681.761883
14272,57.25740051269531,-19073.391744,-34187.887214,-31995.739877,-59501.260162,-48768.511268,-40680.554888
14273,57.261412382125854,-19073.302337,-34193.765723,-31979.221938,-59488.542019,-48772.51223,-40691.507243
14274,57.2654242515564,-19088.501524,-34210.484828,-31986.821531,-59500.47785,-48782.905791,-40700.336182
14275,57.26943612098694,-19083.673547,-34208.58493,-32002.579511,-59516.191127,-48772.288713,-40687.126301
14276,57.27344799041748,-19086.355756,-34211.334194,-31990.800141,-59510.446729,-48774.680349,-40691.149615
14277,57.27745985984802,-19086.355756,-34209.702517,-31991.247176,-59510.692598,-48773.495707,-40685.44992
14278,57.281471729278564,-19082.846532,-34203.131104,-31986.262737,-59499.159098,-48768.28775,-40677.000961
14279,57.285483598709106,-19078.532646,-34198.347831,-31988.676725,-59498.332083,-48768.935951,-40674.922249
14280,57.28949546813965,-19073.302337,-34190.859996,-31980.898318,-59497.572124,-48770.657035,-40671.703598
14281,57.29350733757019,-19063.780494,-34178.924165,-31960.625286,-59483.1776,-48767.572494,-40668.753167
14282,57.29751920700073,-19067.647346,-34179.259441,-31956.847841,-59483.490525,-48769.919428,-40669.334313
14283,57.301531076431274,-19068.094381,-34174.811444,-31964.693304,-59495.560467,-48771.193477,-40665.065129
14284,57.305542945861816,-19077.348003,-34181.204043,-31962.927516,-59498.980284,-48779.82125,-40673.648199
14285,57.30955481529236,-19068.384954,-34181.539319,-31966.213222,-59494.889914,-48778.100166,-40674.2964
14286,57.3135666847229,-19066.730924,-34190.211796,-31965.587373,-59495.180487,-48783.464585,-40683.885298
14287,57.31757855415344,-19067.110904,-34194.145703,-31983.759342,-59502.333045,-48780.514154,-40683.795891
14288,57.321590423583984,-19057.544357,-34189.362429,-31980.630097,-59496.566295,-48769.584151,-40673.40233
14289,57.325602293014526,-19053.163416,-34188.60247,-31958.613629,-59480.428336,-48767.281922,-40669.714292
14290,57.32961416244507,-19054.772741,-34194.972717,-31953.763301,-59483.848153,-48770.455869,-40669.758996
14291,57.33362603187561,-19060.114808,-34197.073781,-31966.369685,-59490.8666,-48772.333416,-40671.99417
14292,57.33763790130615,-19058.684296,-34193.586909,-31967.576679,-59496.141612,-48769.762965,-40667.210897
14293,57.341649770736694,-19056.918509,-34187.417828,-31960.334713,-59490.084289,-48768.086585,-40662.159403
14294,57.345661640167236,-19063.60168,-34186.143778,-31958.345408,-59484.96574,-48771.193477,-40663.634618
14295,57.34967350959778,-19072.117695,-34193.631612,-31966.995533,-59490.330159,-48778.189573,-40671.569487
14296,57.35368537902832,-19070.2625,-34191.195272,-31980.227766,-59501.729548,-48771.662864,-40669.93781
14297,57.35769724845886,-19062.372334,-34186.81433,-31966.772016,-59498.019159,-48762.029262,-40665.914496
14298,57.361709117889404,-19056.516177,-34183.908604,-31949.605876,-59488.542019,-48756.173105,-40663.701673
14299,57.365720987319946,-19059.600718,-34191.5529,-31955.372626,-59498.533249,-48758.452983,-40664.104004
14300,57.36973285675049,-19056.404419,-34189.876519,-31961.83228,-59507.451595,-48749.624044,-40656.75028
14301,57.37374472618103,-19058.684296,-34190.547072,-31948.465937,-59497.862696,-48752.306253,-40662.829955
14302,57.37775659561157,-19076.92332,-34204.069877,-31945.582562,-59496.454536,-48768.444212,-40675.637505
14303,57.381768465042114,-19086.758087,-34209.791924,-31958.524222,-59510.267915,-48772.042843,-40678.230307
14304,57.385780334472656,-19090.200256,-34208.115543,-31964.380379,-59509.530307,-48774.635646,-40681.851289
14305,57.3897922039032,-19083.986471,-34202.05822,-31963.441606,-59504.031778,-48773.115727,-40677.872679
14306,57.39380407333374,-19078.97968,-34199.644232,-31947.929495,-59498.533249,-48774.747404,-40677.045664
14307,57.39781594276428,-19083.919416,-34202.102924,-31956.780786,-59507.161022,-48779.195402,-40681.113682
14308,57.401827812194824,-19085.037003,-34204.673374,-31974.662182,-59516.705217,-48777.004931,-40678.990266
14309,57.405839681625366,-19084.388803,-34199.10779,-31970.772978,-59513.844194,-48770.21,-40669.490775
14310,57.40985155105591,-19088.814448,-34198.996031,-31957.205469,-59506.892801,-48772.623989,-40668.395539
14311,57.41386342048645,-19090.24496,-34197.945499,-31960.580583,-59510.603191,-48778.301332,-40667.680284
14312,57.41787528991699,-19102.650178,-34206.372107,-31970.728275,-59512.748958,-48798.350847,-40680.95722
14313,57.421887159347534,-19099.878561,-34199.063086,-31984.832225,-59519.365075,-48796.518004,-40677.515051
14314,57.425899028778076,-19101.063204,-34192.424618,-31971.622344,-59511.87724,-48799.870765,-40677.872679
14315,57.42991089820862,-19104.572428,-34195.77738,-31964.268621,-59511.653723,-48803.78232,-40679.303191
14316,57.43392276763916,-19106.494678,-34200.00186,-31967.755493,-59524.640086,-48806.755102,-40681.09133
