window_ms,model,accuracy,f1_macro,rest_fpr,avg_latency_ms
150,lda,0.8296907216494845,0.5937289087415055,0.09545454545454546,148.0
150,lr,0.7389690721649484,0.45894364776433005,0.11363636363636363,880.0
150,svm,0.7715463917525773,0.4406988046387108,0.07045454545454545,407.2
200,lda,0.8364389233954451,0.5997018552057856,0.09230769230769231,200.0
200,lr,0.744927536231884,0.4648497442251278,0.10883190883190884,392.0
200,svm,0.780952380952381,0.4629827149904162,0.06552706552706553,449.6
250,lda,0.8407484407484408,0.6067436081135492,0.09085714285714286,248.0
250,lr,0.748024948024948,0.46885177530715544,0.10514285714285715,958.4
250,svm,0.772972972972973,0.4069047324654237,0.05714285714285714,603.2
