window_ms,model,accuracy,f1_macro,rest_fpr,avg_latency_ms
150,lda,0.6309278350515464,0.4040823459690591,0.2590909090909091,167.2
150,lr,0.582680412371134,0.32898960920651577,0.2636363636363636,1031.2
150,svm,0.7575257731958763,0.4411785894291756,0.06761363636363636,416.8
200,lda,0.6265010351966873,0.4055330306056045,0.2729344729344729,200.0
200,lr,0.5933747412008281,0.32975886824437733,0.24843304843304842,884.0
200,svm,0.780952380952381,0.44815103850295657,0.038176638176638175,468.8
250,lda,0.5817047817047817,0.41308914507769773,0.3742857142857143,353.6
250,lr,0.4935550935550936,0.3160746725128367,0.3954285714285714,788.0
250,svm,0.743035343035343,0.49746370973391807,0.1777142857142857,248.0
