run_time_sec,event_time_sec,event_time_relative_sec,predicted_class,accepted,source,confidence,left_confidence,right_confidence,jaw_confidence,peak_value,peak_prominence,assigned_block_id,assigned_side,inside_marker_block,ground_truth_state,notes
11.526785850524902,11.526785850524902,,JAW,True,jaw_trigger,0.7259995057251636,1.6579325623489183e-07,0.9999998342067438,0.7259995057251636,,,,,,REST,binary_crossing
11.578943252563477,11.578943252563477,11.578943252563477,RIGHT,True,lr_event,0.9999999882682814,1.173171859658595e-08,0.9999999882682814,,8.38466699673123,5.316346388264703,,,no,REST,
12.73041820526123,12.73041820526123,,JAW,True,jaw_trigger,0.7175883933725173,2.2056457771313376e-08,0.9999999779435422,0.7175883933725173,,,,,,REST,binary_crossing
12.8387451171875,12.8387451171875,12.8387451171875,RIGHT,True,lr_event,1.0,0.0,1.0,,30.412399406425344,29.590502543003222,,,no,REST,
15.366373062133789,15.366373062133789,15.366373062133789,LEFT,True,lr_event,0.9980354912828606,0.9980354912828606,0.0019645087171393325,,12.875590585840085,11.757391325641255,,,no,REST,
17.745553016662598,17.745553016662598,,JAW,True,jaw_trigger,0.9433864872987573,0.9999482173099518,5.178269004826291e-05,0.9433864872987573,,,,,,REST,binary_crossing
17.841843605041504,17.841843605041504,17.841843605041504,LEFT,True,lr_event,0.999999925569858,0.999999925569858,7.443014201047708e-08,,10.326878492694242,8.092698717530636,,,no,REST,
18.74857997894287,18.74857997894287,,JAW,True,jaw_trigger,0.6577616220822545,0.988818229597838,0.011181770402161924,0.6577616220822545,,,,,,REST,binary_crossing
18.9251127243042,18.9251127243042,18.9251127243042,LEFT,True,lr_event,0.9999999996570275,0.9999999996570275,3.429725674153611e-10,,11.83899386174144,9.869580926333585,,,no,REST,
20.65433120727539,20.65433120727539,,JAW,True,jaw_trigger,0.6868371950325136,0.9999998757726257,1.2422737425156508e-07,0.6868371950325136,,,,,,REST,binary_crossing
20.854936599731445,20.854936599731445,20.854936599731445,LEFT,True,lr_event,1.0,1.0,1.8111796694507712e-47,,78.30711850134739,78.17043286746367,,,no,REST,
22.96931743621826,22.96931743621826,22.96931743621826,LEFT,True,lr_event,0.9999819618255218,0.9999819618255218,1.803817447819908e-05,,9.817774435725637,8.773591153951525,,,no,REST,
46.39601516723633,46.39601516723633,0.686070442199707,LEFT,True,lr_event,0.7487438858925926,0.7487438858925926,0.25125611410740745,,0.5766095948390478,0.3726735797901892,1,LEFT,yes,LEFT,
49.08813953399658,49.08813953399658,3.378194808959961,LEFT,True,lr_event,0.6176092759857916,0.6176092759857916,0.3823907240142084,,0.36094564142761015,0.08988250521383423,1,LEFT,yes,LEFT,
49.87852478027344,49.87852478027344,4.168580055236816,,False,lr_event,0.5194225487666855,0.4805774512333145,0.5194225487666855,,0.4909995768221148,0.2637875146909994,1,LEFT,yes,LEFT,direction_confidence_low
51.118266105651855,51.118266105651855,5.408321380615234,,False,lr_event,0.5802302546272308,0.5802302546272308,0.41976974537276923,,0.41587521576064773,0.13724541767159215,1,LEFT,yes,LEFT,direction_confidence_low
