window_ms,model,accuracy,f1_macro,rest_fpr,avg_latency_ms
150,lda,0.5582329317269076,0.19207212179958955,0.25771521386031404,148.0
150,lr,0.2317269076305221,0.17572134954912175,0.7655657823497564,400.0
150,svm,0.3791164658634538,0.1899135872322138,0.5354629128316188,148.0
200,lda,0.632687447346251,0.19425763062596998,0.12977983777520277,2552.0
200,lr,0.16343723673125526,0.12958619668226437,0.8383545770567786,280.0
200,svm,0.2443133951137321,0.16305009685205096,0.7358053302433372,1144.0
250,lda,0.6277495769881557,0.19411202405948091,0.13829169087739687,248.0
250,lr,0.15313028764805414,0.11379955350240648,0.8413712957582801,1176.0
250,svm,0.2406937394247039,0.15854068305849978,0.7391051714119697,1176.0
