family,task_type,dataset_condition,feature_mode,with_asymmetry,model_name,train_files,test_file,selected_channels,excluded_channels,feature_count,train_class_counts,test_class_counts,accuracy,macro_f1,active_precision,active_recall,active_to_rest_errors,rest_to_active_errors,confusion_matrix_csv
left_right,active_vs_rest,all_sessions,combined,True,RandomForest,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",44,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.7051094890510949,0.6433762886597938,0.7857142857142857,0.3613138686131387,175,27,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_with_asym_RandomForest.csv
left_right,active_vs_rest,all_sessions,combined,False,RandomForest,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",32,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.6992700729927007,0.6341495032460125,0.7786885245901639,0.3467153284671533,179,27,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_no_asym_RandomForest.csv
left_right,active_vs_rest,all_sessions,combined,False,LDA,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",32,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.6,0.375,0.0,0.0,274,0,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_no_asym_LDA.csv
left_right,active_vs_rest,all_sessions,combined,True,LDA,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",44,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.6,0.375,0.0,0.0,274,0,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_with_asym_LDA.csv
left_right,active_vs_rest,all_sessions,combined,False,LogisticRegression,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",32,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.3781021897810219,0.28341649804530183,0.38484848484848483,0.927007299270073,20,406,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_no_asym_LogisticRegression.csv
left_right,active_vs_rest,all_sessions,combined,True,LogisticRegression,"LR-2-27-26-(01).csv, LR-3-8-26-(02).csv, LR-3-8-26-(03).csv",LR-3-15-26-(04).csv,"Channel_1, Channel_3, Channel_7, Channel_8","Channel_2: unsafe in training sessions: LR-2-27-26-(01).csv (rail fraction 0.1460), LR-3-8-26-(02).csv (rail fraction 0.9271), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_4: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.0604) | Channel_5: unsafe in training sessions: LR-2-27-26-(01).csv (dominant exact value fraction 1.0000; rail fraction 1.0000), LR-3-8-26-(02).csv (rail fraction 0.9715), LR-3-8-26-(03).csv (dominant exact value fraction 1.0000; rail fraction 1.0000) | Channel_6: unsafe in training sessions: LR-3-8-26-(02).csv (rail fraction 0.1665)",44,"{'ACTIVE': 544, 'REST': 1280}","{'ACTIVE': 274, 'REST': 411}",0.37664233576642336,0.28260992198096246,0.38391502276176026,0.9233576642335767,21,406,/Users/yanivnaggar/Desktop/Spring 2026/IS/BCI-project/analysis/outputs/confusion_active_vs_rest_with_asym_LogisticRegression.csv
