start_sample,end_sample,center_sample,start_time_sec,end_time_sec,center_time_sec,mapped_label,aggregate_rms,Channel_1_rms,Channel_3_rms,Channel_7_rms,Channel_8_rms,top_rms_window
0,497,249,0.0,1.9944915771484375,0.9992523193359375,BASELINE,1.2299266501003543,1.1654858923224511,1.2706109760988276,1.20757688126863,1.2760328507115086,0
249,746,498,0.9992523193359375,2.993743896484375,1.998504638671875,BASELINE,1.5629867054248625,1.517000460578056,1.7481572528320268,1.4480962812985292,1.5386928269908373,0
498,995,747,1.998504638671875,3.9929962158203125,2.9977569580078125,BASELINE,1.0843963666643972,1.0621139907315844,1.2828174704311417,0.9615343093633717,1.031119696131491,0
747,1244,996,2.9977569580078125,4.99224853515625,3.99700927734375,BASELINE,0.4584984148290915,0.42980651326852315,0.4938696991675068,0.4105803838093993,0.49973706307093646,0
996,1493,1245,3.99700927734375,5.9915008544921875,4.9962615966796875,BASELINE,0.40905011327653784,0.39305971474355356,0.44294211452542875,0.3949393998176342,0.4052592240195347,0
1245,1742,1494,4.9962615966796875,6.990753173828125,5.995513916015625,BASELINE,0.4012358542648347,0.3532138629541429,0.3893491291439307,0.5112691151697933,0.3511113097914717,0
1494,1991,1743,5.995513916015625,7.9900054931640625,6.9947662353515625,BASELINE,0.4940257878800177,0.4044501441317005,0.4644028657626408,0.7012328784886618,0.406017263137068,0
1743,2240,1992,6.9947662353515625,8.9892578125,7.9940185546875,BASELINE,0.5534446559589853,0.4364142216658013,0.6095276621155358,0.6823605477935236,0.48547619226108074,0
1992,2489,2241,7.9940185546875,9.988510131835938,8.993270874023438,BASELINE,0.5676403606073748,0.45921425058562637,0.737150645934622,0.5541109657668626,0.5200855801423883,0
2241,2738,2490,8.993270874023438,10.987762451171875,9.992523193359375,BASELINE,0.5387149766811865,0.406869232874968,0.7093457020316379,0.4945611190886538,0.5440838527294863,0
2490,2987,2739,9.992523193359375,11.987014770507812,10.991775512695312,BASELINE,0.4337088655877125,0.3170444056377014,0.5508823359352467,0.39580406552292746,0.47110465525497436,0
2739,3236,2988,10.991775512695312,12.98626708984375,11.99102783203125,BASELINE,0.3788571074160709,0.31632836343697923,0.4019694903775374,0.43742567719266234,0.35970489865710475,0
2988,3485,3237,11.99102783203125,13.985519409179688,12.990280151367188,BASELINE,0.5152585765262829,0.4045123228765643,0.6857915172955961,0.5254568881851845,0.4452735777477869,0
3237,3734,3486,12.990280151367188,14.984771728515625,13.989532470703125,BASELINE,0.6833439991567449,0.5768345793765811,0.841645520706489,0.7171174617748337,0.5977784347690759,0
3486,3983,3735,13.989532470703125,15.984024047851562,14.988784790039062,BASELINE,1.2626540804526232,1.1439009297185612,1.566099205751223,1.215493612599107,1.125122573741602,0
3735,4232,3984,14.988784790039062,16.9832763671875,15.988037109375,BASELINE,1.5463174559589439,1.4458207627487514,1.9698139512101327,1.389391451389163,1.3802436584877285,0
3984,4481,4233,15.988037109375,17.982528686523438,16.987289428710938,BASELINE,1.077961095974346,1.0299101343702235,1.351997273745695,0.9539345668517981,0.9760024089296674,0
4233,4730,4482,16.987289428710938,18.981781005859375,17.986541748046875,BASELINE,0.405860518792696,0.3387819810015608,0.43876567888067125,0.4470172266420737,0.3988771886464785,0
4482,4979,4731,17.986541748046875,19.981033325195312,18.985794067382812,BASELINE,0.555354874118272,0.37402153855561016,0.9252600511479666,0.4783962793058469,0.44374162746366413,0
4731,5228,4980,18.985794067382812,20.98028564453125,19.98504638671875,BASELINE,0.6088329262270856,0.4295107551617169,0.9928950477310702,0.49519832371215516,0.5177275783034002,0
4980,5477,5229,19.98504638671875,21.979537963867188,20.984298706054688,BASELINE,0.6542989833992869,0.6036392328318392,0.8913518202672898,0.5290991605400973,0.5931057199579218,0
5229,5726,5478,20.984298706054688,22.978790283203125,21.983551025390625,BASELINE,0.664693185304742,0.6436202629274375,0.9316934057429485,0.5273539336978145,0.5561051388507674,0
5478,5975,5727,21.983551025390625,23.978042602539062,22.982803344726562,BASELINE,0.5932781283194626,0.5831479833919239,0.7632494159053489,0.5090456424933696,0.5176694714872079,0
5727,6224,5976,22.982803344726562,24.977294921875,23.9820556640625,BASELINE,0.6354110115268463,0.5361980719089889,0.8594506217732503,0.5614218821641928,0.5845734702609535,0
5976,6473,6225,23.9820556640625,25.976547241210938,24.981307983398438,BASELINE,0.7406287798718084,0.5417982154767682,1.0158582420589983,0.7037802680028075,0.7010783939486599,0
6225,6722,6474,24.981307983398438,26.975799560546875,25.980560302734375,BASELINE,0.72907819379987,0.5881113616198756,0.945224523142929,0.6499398053591354,0.73303708507754,0
6474,6971,6723,25.980560302734375,27.975051879882812,26.979812622070312,BASELINE,2.0636577737478947,1.7795080370760705,2.5265892137393395,1.9354280280786986,2.0131058160974695,0
6723,7220,6972,26.979812622070312,28.97430419921875,27.97906494140625,BASELINE,3.536209356507289,3.2712944043271515,3.9241374004269245,3.480799214931275,3.468606406343804,0
6972,7469,7221,27.97906494140625,29.973556518554688,28.978317260742188,BASELINE,3.0746769314782822,2.9093082045248435,3.2001210896889187,3.0639555226710127,3.1253229090283536,0
7221,7718,7470,28.978317260742188,30.972808837890625,29.977569580078125,BASELINE,1.2118176104775782,1.026913316171959,1.1605430013549338,1.2593502700757502,1.4004638543076697,0
7470,7967,7719,29.977569580078125,31.972061157226562,30.976821899414062,BASELINE,0.7863311854638692,0.5847168952934441,0.7342132213278821,0.9527716639285988,0.8736229613055514,0
7719,8216,7968,30.976821899414062,32.9713134765625,31.97607421875,BASELINE,0.5030205666170481,0.34767091501774106,0.43692595494895986,0.5549123580287936,0.6725730384726977,0
7968,8465,8217,31.97607421875,33.97056579589844,32.97532653808594,BASELINE,0.3632858261750548,0.29748016607297234,0.3479307845145422,0.4339836313502775,0.3737487227624272,0
8217,8714,8466,32.97532653808594,34.969818115234375,33.974578857421875,BASELINE,0.3431186931840842,0.271411197150196,0.3022142512847565,0.4657416407673613,0.333107683534023,0
8466,8963,8715,33.974578857421875,35.96907043457031,34.97383117675781,BASELINE,0.36790988233849,0.32093400657300947,0.3477701964741206,0.4131333711236635,0.3898019551831665,0
8715,9212,8964,34.97383117675781,36.96832275390625,35.97308349609375,BASELINE,0.3930305332106572,0.3379384331536797,0.3745595507711756,0.40721656443455867,0.4524075844832148,0
8964,9461,9213,35.97308349609375,37.96757507324219,36.97233581542969,BASELINE,0.3954241263887994,0.3271985243153662,0.3586615651655555,0.40700861366600816,0.48882780240826806,0
