threshold,accuracy,macro_f1,active_precision,active_recall,misses,false_triggers
0.2,0.5357664233576642,0.5307248849594126,0.43529411764705883,0.5401459854014599,126,192
0.3,0.7489051094890511,0.7054912312276281,0.8445945945945946,0.4562043795620438,149,23
0.4,0.7138686131386861,0.640770152831885,0.8823529411764706,0.3284671532846715,184,12
0.5,0.6,0.375,0.0,0.0,274,0
