train_file,test_file,calibration_sec,gate_model,gate_threshold,left_right_model,gate_selected_channels,left_right_selected_channels,accuracy,macro_f1,active_detection_rate,active_recall,left_right_accuracy_on_active_windows,left_right_accuracy_when_detected,gate_train_calibration_windows,gate_test_calibration_windows,left_right_train_calibration_windows,left_right_test_calibration_windows
LR-2-27-26-(01).csv,LR-3-15-26-(04).csv,45.0,RandomForest,0.3,RandomForest,"Channel_1, Channel_3, Channel_4, Channel_6, Channel_7, Channel_8","Channel_1, Channel_3, Channel_7, Channel_8",0.6680384087791496,0.47272130168681886,0.23182441700960219,0.4562043795620438,0.2773722627737226,0.608,44,44,"{'LR-2-27-26-(01).csv': 44, 'LR-3-8-26-(02).csv': 44, 'LR-3-8-26-(03).csv': 44}",{'LR-3-15-26-(04).csv': 44}
