start_sample,end_sample,center_sample,start_time_sec,end_time_sec,center_time_sec,mapped_label,aggregate_rms,Channel_1_rms,Channel_3_rms,Channel_7_rms,Channel_8_rms,top_rms_window
0,497,249,0.0,1.9944915771484375,0.9992523193359375,BASELINE,35.729318678316766,18.718609660764105,21.54356604411104,76.51597906179482,26.139119946597084,0
249,746,498,0.9992523193359375,2.993743896484375,1.998504638671875,BASELINE,0.4062033482307173,0.3950815785980912,0.3338872042346904,0.6021795267253042,0.29366508336478353,0
498,995,747,1.998504638671875,3.9929962158203125,2.9977569580078125,BASELINE,0.5290459614556375,0.7409778074804427,0.6272292329513619,0.43728047311707224,0.31069633227367355,0
747,1244,996,2.9977569580078125,4.99224853515625,3.99700927734375,BASELINE,0.5528772734457043,0.8089204667080528,0.6379183811264119,0.43667224950451666,0.3279979964438358,0
996,1493,1245,3.99700927734375,5.9915008544921875,4.9962615966796875,BASELINE,0.39440831446407487,0.5319637546199033,0.40105389040838246,0.34710624625837333,0.2975093665696404,0
1245,1742,1494,4.9962615966796875,6.990753173828125,5.995513916015625,BASELINE,0.33784659963774166,0.38090441147701326,0.37358107979721017,0.3133362516121059,0.2835646556646375,0
1494,1991,1743,5.995513916015625,7.9900054931640625,6.9947662353515625,BASELINE,0.8670748439373218,1.2980380095916955,1.0199131913798378,0.657517770584925,0.4928304041928285,0
1743,2240,1992,6.9947662353515625,8.9892578125,7.9940185546875,BASELINE,0.90923135338474,1.3525805433371314,1.0517187161464807,0.7214686193197598,0.5111575347355882,0
1992,2489,2241,7.9940185546875,9.988510131835938,8.993270874023438,BASELINE,0.42191115819846253,0.5296567983104752,0.4394168092801859,0.4164363615607002,0.30213466364248887,0
2241,2738,2490,8.993270874023438,10.987762451171875,9.992523193359375,BASELINE,0.4147026276611543,0.44594057021525857,0.48896724129620267,0.3974784024344705,0.32642429669868533,0
2490,2987,2739,9.992523193359375,11.987014770507812,10.991775512695312,BASELINE,0.41363654631445734,0.4269390504500512,0.47226840525767316,0.3984682342623436,0.3568704952877614,0
2739,3236,2988,10.991775512695312,12.98626708984375,11.99102783203125,BASELINE,0.35324314914362853,0.37457237307666297,0.4057012861679756,0.3184478501395322,0.31425108719034334,0
2988,3485,3237,11.99102783203125,13.985519409179688,12.990280151367188,BASELINE,0.5802162431471645,0.5742637211534916,0.6881562613693845,0.5315325385161694,0.5269124515496125,0
3237,3734,3486,12.990280151367188,14.984771728515625,13.989532470703125,BASELINE,0.9252400419204188,0.9423350604482679,1.0295640925552245,0.8408950449905916,0.8881659696875908,0
