train_file,test_file,gate_window_sec,left_right_window_sec,overlap,calibration_sec,gate_threshold,accuracy,macro_f1,active_detection_rate,active_recall,left_right_accuracy_on_active_windows,left_right_accuracy_when_detected,gate_selected_channels,left_right_selected_channels,gate_train_calibration_windows,gate_test_calibration_windows,left_right_train_calibration_windows,left_right_test_calibration_windows
LR-2-27-26-(01).csv,LR-3-15-26-(04).csv,2.0,1.0,0.5,45.0,0.3,0.6608040201005025,0.5117428294737782,0.25690954773869346,0.46416938110749184,0.32247557003257327,0.6947368421052632,"Channel_1, Channel_3, Channel_4, Channel_6, Channel_7, Channel_8","Channel_1, Channel_3, Channel_7, Channel_8",44,44,"{'LR-2-27-26-(01).csv': 89, 'LR-3-8-26-(02).csv': 89, 'LR-3-8-26-(03).csv': 89}",{'LR-3-15-26-(04).csv': 89}
