threshold,accuracy,macro_f1,active_precision,active_recall,misses,false_triggers
0.4,0.5605839416058395,0.38501621086351556,0.2,0.032846715328467155,265,36
0.5,0.5795620437956205,0.36691312384473196,0.0,0.0,274,14
