prompt_id,target_class,start_time_sec,end_time_sec,start_time_utc,end_time_utc,success,success_time_sec,latency,wrong_detections_count,timeout_flag,detections_json
1,LEFT,1.008,2.048,2026-04-08T15:24:15.118858+00:00,2026-04-08T15:24:16.156277+00:00,False,,,0,True,[]
